Event,Info
Load & Drag,"3 implements / 10 meters / 75 second time limit / 2x 110 kg sacks, 310 kg cart "
 Squat Lift,320 kg / 60 second time limit 
 Bus Pull,15000 kg / 25 meters / 60 second time limit 
 Axle Press,162 kg / 75 second time limit 
 Bullion Toss,"8 implements / 60 second time limit / 17.5 to 25 kg, 4.75 metres "
 Last Man Standing,160 kg / 10 second time limit
